trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
149,False,"{'a': 0.5, 'e': 0.9727352888234263}",30,7,-100.96741948163296,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.9723697917736237}",20,0,-55.4799483920988,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.9720018954867995}",25,0,-112.30158388881112,"{0: 14, 1: 6, 2: 2, 3: 2, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.9716316008707054}",30,0,-161.5790077802169,"{0: 15, 1: 7, 2: 5, 3: 1, 4: 2}",0
153,False,"{'a': 0.5, 'e': 0.9712589088390109}",20,0,-111.77540224116257,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.9708838203113007}",25,12,-23.619561817665637,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.9705063362130729}",30,0,-148.25899005915392,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.9701264574757362}",20,13,-0.06650777086598447,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.9697441850366083}",20,0,-91.76081941823071,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.9693595198389126}",20,0,-9.811787307372477,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.9689724628317767}",25,14,-26.082697982488327,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.9685830149702298}",25,0,-77.31810584497939,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.9681911772152003}",20,0,-3.5047004363210053,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.9677969505335134}",30,0,-202.83061545961166,"{0: 16, 1: 1, 2: 10, 3: 0, 4: 3}",0
163,False,"{'a': 0.5, 'e': 0.9674003358978889}",20,0,-120.8601684266871,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
164,False,"{'a': 0.5, 'e': 0.9670013342869384}",30,0,-150.61340202650965,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.9665999466851632}",25,0,-104.4545468871712,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.9661961740829523}",30,0,-11.469506869637598,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.965790017476579}",30,0,-168.25658952908307,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
168,False,"{'a': 0.5, 'e': 0.965381477868199}",25,1,5.302040786837406,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.9649705562658477}",25,0,-128.989060794104,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9645572536834383}",25,0,-71.1329819827316,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.9641415711407585}",20,0,-137.89177437817952,"{0: 10, 1: 1, 2: 4, 3: 5, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.9637235096634685}",20,0,-95.54223010343232,"{0: 10, 1: 1, 2: 8, 3: 1, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.9633030702830983}",20,5,-107.84199770358863,"{0: 7, 1: 5, 2: 1, 3: 0, 4: 2}",1
174,False,"{'a': 0.5, 'e': 0.9628802540370449}",20,0,-41.446716761104405,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
